Scenario ID,Employee Search Query,Scenario Family,Edge Case Tags,Difficulty,Answerability,Intent Count,Archetype,Target Family ID,Target Instance ID,Construction,Generator Version,Generator Seed
Q21577,a report with both elapsed days and termination date,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Elapsed Days"", ""Termination Date""]}",2.0.0,20260804
Q21578,a report with both business process status and compa-ratio,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Business Process Status"", ""Compa-Ratio""]}",2.0.0,20260804
Q21579,a report with both business process event and business title,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Business Process Event"", ""Business Title""]}",2.0.0,20260804
Q21580,a report with both business process type and user name,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Business Process Type"", ""User Name""]}",2.0.0,20260804
Q21581,a report with both job family group and organization id,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Job Family Group"", ""Organization ID""]}",2.0.0,20260804
Q21582,a report with both ethnicity and initiated date,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Ethnicity"", ""Initiated Date""]}",2.0.0,20260804
Q21583,a report with both assigned to and include subordinate organizations,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Assigned To"", ""Include Subordinate Organizations""]}",2.0.0,20260804
Q21584,a report with both coverage begin date and report type,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Coverage Begin Date"", ""Report Type""]}",2.0.0,20260804
Q21585,a report with both legal name and transfer count,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Legal Name"", ""Transfer Count""]}",2.0.0,20260804
Q21586,a report with both talent pool and time week,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Talent Pool"", ""Time Week""]}",2.0.0,20260804
Q21587,a report with both calculated hours and review cycle,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Calculated Hours"", ""Review Cycle""]}",2.0.0,20260804
Q21588,a report with both position and run count,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Position"", ""Run Count""]}",2.0.0,20260804
Q21589,a report with both career interest and goal category,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Career Interest"", ""Goal Category""]}",2.0.0,20260804
Q21590,a report with both assigned to and headcount,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Assigned To"", ""Headcount""]}",2.0.0,20260804
Q21591,a report with both availability date and management level,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Availability Date"", ""Management Level""]}",2.0.0,20260804
Q21592,a report with both time off plan and transfer count,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Time Off Plan"", ""Transfer Count""]}",2.0.0,20260804
Q21593,a report with both ending headcount and leader,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Ending Headcount"", ""Leader""]}",2.0.0,20260804
Q21594,a report with both candidate type and leave status,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Candidate Type"", ""Leave Status""]}",2.0.0,20260804
Q21595,a report with both earliest hire date and time off plan,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Earliest Hire Date"", ""Time Off Plan""]}",2.0.0,20260804
Q21596,a report with both attrition rate and benefit group,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Attrition Rate"", ""Benefit Group""]}",2.0.0,20260804
Q21597,a report with both disabled indicator and end date,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Disabled Indicator"", ""End Date""]}",2.0.0,20260804
Q21598,a report with both business process status and hourly rate,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Business Process Status"", ""Hourly Rate""]}",2.0.0,20260804
Q21599,a report with both active and contingent worker type,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Active"", ""Contingent Worker Type""]}",2.0.0,20260804
Q21600,a report with both job family and termination date,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Job Family"", ""Termination Date""]}",2.0.0,20260804
Q21601,a report with both ethnicity and location,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Ethnicity"", ""Location""]}",2.0.0,20260804
Q21602,a report with both overall rating and range maximum,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Overall Rating"", ""Range Maximum""]}",2.0.0,20260804
Q21603,a report with both access level and earning amount,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Access Level"", ""Earning Amount""]}",2.0.0,20260804
Q21604,a report with both compensation review and initiated by,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Compensation Review"", ""Initiated By""]}",2.0.0,20260804
Q21605,a report with both employee type and goal category,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Employee Type"", ""Goal Category""]}",2.0.0,20260804
Q21606,a report with both elapsed days and job family,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Elapsed Days"", ""Job Family""]}",2.0.0,20260804
Q21607,a report with both availability date and time week,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Availability Date"", ""Time Week""]}",2.0.0,20260804
Q21608,a report with both ending headcount and inactive,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Ending Headcount"", ""Inactive""]}",2.0.0,20260804
Q21609,a report with both change and section order,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Change"", ""Section Order""]}",2.0.0,20260804
Q21610,a report with both headcount indicator and net pay,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Headcount Indicator"", ""Net Pay""]}",2.0.0,20260804
Q21611,a report with both as of date and filled indicator,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""As of Date"", ""Filled Indicator""]}",2.0.0,20260804
Q21612,a report with both coverage type and source,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Coverage Type"", ""Source""]}",2.0.0,20260804
Q21613,a report with both benefit group and pay period,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Benefit Group"", ""Pay Period""]}",2.0.0,20260804
Q21614,a report with both compensation plan and trend date,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Compensation Plan"", ""Trend Date""]}",2.0.0,20260804
Q21615,a report with both benefit plan and calculated hours,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Benefit Plan"", ""Calculated Hours""]}",2.0.0,20260804
Q21616,a report with both days in stage and ethnicity,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Days in Stage"", ""Ethnicity""]}",2.0.0,20260804
Q21617,a report with both job requisition id and review rating,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Job Requisition ID"", ""Review Rating""]}",2.0.0,20260804
Q21618,a report with both organization-based security group and worker status,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Organization-Based Security Group"", ""Worker Status""]}",2.0.0,20260804
Q21619,a report with both application stage and year,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Application Stage"", ""Year""]}",2.0.0,20260804
Q21620,a report with both source and step status,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Source"", ""Step Status""]}",2.0.0,20260804
Q21621,a report with both disabled indicator and parent organization,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Disabled Indicator"", ""Parent Organization""]}",2.0.0,20260804
Q21622,a report with both review status and termination count,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Review Status"", ""Termination Count""]}",2.0.0,20260804
Q21623,a report with both coverage end date and location,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Coverage End Date"", ""Location""]}",2.0.0,20260804
Q21624,a report with both inactive and tenure,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Inactive"", ""Tenure""]}",2.0.0,20260804
Q21625,a report with both assigned date and pay group,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Assigned Date"", ""Pay Group""]}",2.0.0,20260804
Q21626,a report with both candidate email and remote work indicator,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Candidate Email"", ""Remote Work Indicator""]}",2.0.0,20260804
Q21627,a report with both currency and turnover rate,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Currency"", ""Turnover Rate""]}",2.0.0,20260804
Q21628,a report with both event date and headcount,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Event Date"", ""Headcount""]}",2.0.0,20260804
Q21629,a report with both organization type and transaction id,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Organization Type"", ""Transaction ID""]}",2.0.0,20260804
Q21630,a report with both correction reason and email address,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Correction Reason"", ""Email Address""]}",2.0.0,20260804
Q21631,a report with both candidate email and last run date,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Candidate Email"", ""Last Run Date""]}",2.0.0,20260804
Q21632,a report with both deduction amount and time type,no_answer_impossible_combo,no_answer; impossible_combination,Hard,No answer,1,no_answer_impossible_combo,,,"{""construction"": ""two real fields no single report carries"", ""fields"": [""Deduction Amount"", ""Time Type""]}",2.0.0,20260804
Q21633,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census - audit,R1980,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census - audit"", ""axis - benefit coverage by benefit group""], ""values"": [""Advanced"", ""Simple""]}",2.0.0,20260804
Q21634,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census - audit,R1980,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census - audit"", ""axis - benefit coverage by worker - quarterly""], ""values"": [""Advanced"", ""nBox""]}",2.0.0,20260804
Q21635,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census - audit,R1980,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census - audit"", ""axis - benefit dependents by worker - ytd""], ""values"": [""Advanced"", ""Composite""]}",2.0.0,20260804
Q21636,axis benefit group report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by benefit group - monthly,R1112,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by benefit group - monthly"", ""axis - benefit coverage by benefit group""], ""values"": [""Advanced"", ""Simple""]}",2.0.0,20260804
Q21637,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by benefit group - monthly,R1112,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by benefit group - monthly"", ""axis - benefit coverage by worker - quarterly""], ""values"": [""Advanced"", ""nBox""]}",2.0.0,20260804
Q21638,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by benefit group - monthly,R1112,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by benefit group - monthly"", ""axis - benefit dependents by worker - ytd""], ""values"": [""Advanced"", ""Composite""]}",2.0.0,20260804
Q21639,axis benefit company report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by company,R2196,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by company"", ""axis - benefit enrollment by company - ytd""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21640,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by company - monthly,R0786,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by company - monthly"", ""axis - benefit coverage by benefit group""], ""values"": [""Advanced"", ""Simple""]}",2.0.0,20260804
Q21641,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by company - monthly,R0786,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by company - monthly"", ""axis - benefit coverage by worker - quarterly""], ""values"": [""Advanced"", ""nBox""]}",2.0.0,20260804
Q21642,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by company - monthly,R0786,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by company - monthly"", ""axis - benefit dependents by worker - ytd""], ""values"": [""Advanced"", ""Composite""]}",2.0.0,20260804
Q21643,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by plan,R0083,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by plan"", ""axis - benefit eligibility by worker - dashboard""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21644,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit census by plan,R0083,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit census by plan"", ""axis - benefit events by worker""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21645,axis benefit coverage report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit coverage by company - monthly""], ""values"": [""Simple"", ""Advanced""]}",2.0.0,20260804
Q21646,axis benefit coverage report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit coverage by worker""], ""values"": [""Simple"", ""Advanced""]}",2.0.0,20260804
Q21647,axis benefit coverage report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit coverage by worker - quarterly""], ""values"": [""Simple"", ""nBox""]}",2.0.0,20260804
Q21648,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit dependents by company""], ""values"": [""Simple"", ""Advanced""]}",2.0.0,20260804
Q21649,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit dependents by worker - ytd""], ""values"": [""Simple"", ""Composite""]}",2.0.0,20260804
Q21650,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit elections - summary""], ""values"": [""Simple"", ""Advanced""]}",2.0.0,20260804
Q21651,axis benefit group report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit elections by benefit group - current""], ""values"": [""Simple"", ""Advanced""]}",2.0.0,20260804
Q21652,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit events - detail""], ""values"": [""Simple"", ""Advanced""]}",2.0.0,20260804
Q21653,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by benefit group,R2018,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by benefit group"", ""axis - benefit events by company - monthly""], ""values"": [""Simple"", ""Advanced""]}",2.0.0,20260804
Q21654,axis benefit coverage report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by company - monthly,R2739,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by company - monthly"", ""axis - benefit coverage by worker - quarterly""], ""values"": [""Advanced"", ""nBox""]}",2.0.0,20260804
Q21655,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by company - monthly,R2739,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by company - monthly"", ""axis - benefit dependents by worker - ytd""], ""values"": [""Advanced"", ""Composite""]}",2.0.0,20260804
Q21656,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by plan - detail v3,R2329,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by plan - detail v3"", ""axis - benefit enrollment by company - ytd""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21657,axis benefit coverage worker report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker,R1030,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker"", ""axis - benefit coverage by worker - quarterly""], ""values"": [""Advanced"", ""nBox""]}",2.0.0,20260804
Q21658,axis benefit worker report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker,R1030,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker"", ""axis - benefit dependents by worker - ytd""], ""values"": [""Advanced"", ""Composite""]}",2.0.0,20260804
Q21659,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker - quarterly,R1279,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker - quarterly"", ""axis - benefit dependents by company""], ""values"": [""nBox"", ""Advanced""]}",2.0.0,20260804
Q21660,axis benefit worker report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker - quarterly,R1279,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker - quarterly"", ""axis - benefit dependents by worker - ytd""], ""values"": [""nBox"", ""Composite""]}",2.0.0,20260804
Q21661,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker - quarterly,R1279,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker - quarterly"", ""axis - benefit elections - summary""], ""values"": [""nBox"", ""Advanced""]}",2.0.0,20260804
Q21662,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker - quarterly,R1279,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker - quarterly"", ""axis - benefit elections by benefit group - current""], ""values"": [""nBox"", ""Advanced""]}",2.0.0,20260804
Q21663,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker - quarterly,R1279,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker - quarterly"", ""axis - benefit events - detail""], ""values"": [""nBox"", ""Advanced""]}",2.0.0,20260804
Q21664,axis benefit report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit coverage by worker - quarterly,R1279,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit coverage by worker - quarterly"", ""axis - benefit events by company - monthly""], ""values"": [""nBox"", ""Advanced""]}",2.0.0,20260804
Q21665,axis benefit dependents report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit dependents by company,R0915,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit dependents by company"", ""axis - benefit dependents by worker - ytd""], ""values"": [""Advanced"", ""Composite""]}",2.0.0,20260804
Q21666,axis benefit worker report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit dependents by worker,R2517,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit dependents by worker"", ""axis - benefit eligibility by worker - dashboard""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
Q21667,axis benefit worker report,ambiguous_clarification,ambiguous; needs_clarification,Medium-Hard,Partial / needs clarification,1,ambiguous_clarification,axis - benefit dependents by worker,R2517,"{""construction"": ""two confusable families, deciding facet omitted"", ""differing_facet"": ""report_type"", ""families"": [""axis - benefit dependents by worker"", ""axis - benefit events by worker""], ""values"": [""Advanced"", ""Matrix""]}",2.0.0,20260804
